Auction_Desc,Auction_id,Round,bip_id,Block,License Size (Mhz),Major Grouping,Minor Grouping,Market Name,Expr1009,BUs,bidder_name,Entrep,Round of High Bid,bid_amt,net_bid_amt,Bidding Credit,Increments of Bid,Prev High Bidder,Round of Prev High Bid,Prev Gross,Prev Net,Prev Bidding Credit,hhbidder,Number of Bids,MX_Grp,MX_Num,Population,Open or Closed Bidding,OorC
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA204-C5,C ,10,MTA031,BTA204,"Indianapolis, IN",1321911,725000,"Cellco Partnership, d/b/a Verizon Wireless", ,25,38640000,38640000,0,0,"Alaska Native Wireless, L.L.C.",24,"$35,017,000.00","$26,262,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,1321911,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA208-C1,C ,15,MTA001,BTA208,"Ithaca, NY",94097,29000,"NORTHCOAST COMMUNICATIONS, L.L.C.",X,39,2137000,2137000,0.25,0,"TPS Utilicom, Inc.",38,"$1,948,000.00","$1,948,000.00",0.25,"NORTHCOAST COMMUNICATIONS, L.L.C.",0,FM,0,94097,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA210-C1,C ,15,MTA028,BTA210,"Jackson, MS",615521,227000,"Summit Wireless, LLC",X,42,13561000,13561000,0.25,0,"Leap Wireless International, Inc.",41,"$12,363,000.00","$12,363,000.00",0.25,"Summit Wireless, LLC",0,FM,0,615521,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA212-C3,C ,10,MTA037,BTA212,"Jacksonville, FL",1114847,382000,"Alaska Native Wireless, L.L.C.",X,37,23880000,23880000,0.25,0,"Black Crow Wireless, L.P.",36,"$22,211,000.00","$22,211,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,1114847,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA212-C4,C ,10,MTA037,BTA212,"Jacksonville, FL",1114847,382000,"Leap Wireless International, Inc.",X,35,23972000,23972000,0.25,0,"Black Crow Wireless, L.P.",34,"$22,138,000.00","$22,138,000.00",0.25,"Leap Wireless International, Inc.",0,FM,0,1114847,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA212-C5,C ,10,MTA037,BTA212,"Jacksonville, FL",1114847,382000,"Black Crow Wireless, L.P.",X,38,30912000,23184000,0.25,0,"Salmon PCS, LLC",33,"$29,382,000.00","$22,036,500.00",0.25,"Black Crow Wireless, L.P.",0,FM,0,1114847,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA214-C3,C ,10,MTA006,BTA214,"Jacksonville, NC",149838,23000,Lafayette Communications Company L.L.C.,X,68,1161000,1161000,0.15,0,"T.K.O. Communications, LLC",67,"$1,075,000.00","$1,075,000.00",0.25,Lafayette Communications Company L.L.C.,0,FM,0,149838,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA214-C4,C ,10,MTA006,BTA214,"Jacksonville, NC",149838,23000,"Cook Inlet/VS GSM V PCS, LLC",X,66,989000,989000,0,0,"T.K.O. Communications, LLC",65,"$916,000.00","$916,000.00",0.25,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,149838,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA214-C5,C ,10,MTA006,BTA214,"Jacksonville, NC",149838,23000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,1149000,1149000,0,0,"Airgate PCS, Inc.",37,"$1,092,000.00","$1,092,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,149838,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA215-C3,C ,10,MTA035,BTA215,"Jamestown, NY",186945,38000,"TPS Utilicom, Inc.",X,79,1907000,1430250,0.25,0,"Salmon PCS, LLC",76,"$1,805,000.00","$1,353,750.00",0.25,"TPS Utilicom, Inc.",0,FM,0,186945,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA215-C4,C ,10,MTA035,BTA215,"Jamestown, NY",186945,38000,"Cellco Partnership, d/b/a Verizon Wireless", ,78,2084000,2084000,0,0,"TPS Utilicom, Inc.",75,"$1,856,000.00","$1,392,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,186945,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA215-C5,C ,10,MTA035,BTA215,"Jamestown, NY",186945,38000,"Salmon PCS, LLC",X,80,2050000,1537500,0.25,0,"TPS Utilicom, Inc.",77,"$1,842,000.00","$1,381,500.00",0.25,"Salmon PCS, LLC",0,FM,0,186945,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA216F,F ,10,MTA020,BTA216,"Janesville, WI",214510,49000,VoiceStream PCS BTA I License Corporation, ,69,4646000,4646000,0,0,"Black Crow Wireless, L.P.",50,"$4,425,000.00","$3,318,750.00",0.25,VoiceStream PCS BTA I License Corporation,0,FM,0,214510,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA218-C3,C ,10,MTA021,BTA218,"Johnstown, PA",241247,25000,"Cellco Partnership, d/b/a Verizon Wireless", ,75,826000,826000,0,0,"DEVTEL, LLC",73,"$691,000.00","$518,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,241247,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA218-C4,C ,10,MTA021,BTA218,"Johnstown, PA",241247,25000,"NTCH, Inc.",X,74,719000,539250,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",69,"$684,000.00","$684,000.00",0,"NTCH, Inc.",0,FM,0,241247,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA218-C5,C ,10,MTA021,BTA218,"Johnstown, PA",241247,25000,"Salmon PCS, LLC",X,72,687000,515250,0.25,0,"DEVTEL, LLC",70,"$645,000.00","$483,750.00",0.25,"Salmon PCS, LLC",0,FM,0,241247,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA220-C3,C ,10,MTA034,BTA220,"Joplin, MO",215095,29000,"Black Crow Wireless, L.P.",X,44,483000,483000,0.25,0,"Poplar PCS-Central, LLC",42,"$454,000.00","$454,000.00",0.25,"Black Crow Wireless, L.P.",0,FM,0,215095,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA220-C4,C ,10,MTA034,BTA220,"Joplin, MO",215095,29000,"Alaska Native Wireless, L.L.C.",X,39,481000,481000,0.25,0,LastWave Partners,38,"$433,000.00","$433,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,215095,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA220-C5,C ,10,MTA034,BTA220,"Joplin, MO",215095,29000,"Poplar PCS-Central, LLC",X,45,642000,481500,0.25,0,"Alaska Native Wireless, L.L.C.",41,"$609,000.00","$456,750.00",0.25,"Poplar PCS-Central, LLC",0,FM,0,215095,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA221-C3,C ,10,MTA049,BTA221,"Juneau, AK",68989,6200,"Alaska Native Wireless, L.L.C.",X,37,284000,213000,0.25,0,"MilkyWay Broadband, LLC",36,"$262,000.00","$196,500.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,68989,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA221-C4,C ,10,MTA049,BTA221,"Juneau, AK",68989,6200,"DCC PCS, Inc.",X,35,257000,257000,0,0,"MilkyWay Broadband, LLC",34,"$237,000.00","$177,750.00",0.25,"DCC PCS, Inc.",0,FM,0,68989,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA221-C5,C ,10,MTA049,BTA221,"Juneau, AK",68989,6200,"Summit Wireless, LLC",X,45,265000,198750,0.25,0,"MilkyWay Broadband, LLC",38,"$252,000.00","$189,000.00",0.25,"Summit Wireless, LLC",0,FM,0,68989,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA222F,F ,10,MTA047,BTA222,"Kahului, HI",100504,78000,"Summit Wireless, LLC",X,40,3770000,2827500,0.25,0,"Alaska Native Wireless, L.L.C.",39,"$3,459,000.00","$2,594,250.00",0.25,"Summit Wireless, LLC",0,FM,0,100504,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA224-C3,C ,10,MTA042,BTA224,"Kalispell, MT",59218,7200,VoiceStream PCS BTA I License Corporation, ,80,1675000,1675000,0,0,VoiceStream PCS BTA I License Corporation,75,"$1,592,000.00","$1,592,000.00",0,VoiceStream PCS BTA I License Corporation,0,FM,0,59218,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA224-C4,C ,10,MTA042,BTA224,"Kalispell, MT",59218,7200,"Alaska Native Wireless, L.L.C.",X,79,1596000,1197000,0.25,0,"Touch America, Inc.",78,"$1,483,000.00","$1,483,000.00",0,"Alaska Native Wireless, L.L.C.",0,FM,0,59218,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA224-C5,C ,10,MTA042,BTA224,"Kalispell, MT",59218,7200,VoiceStream PCS BTA I License Corporation, ,77,1616000,1616000,0,0,"Touch America, Inc.",76,"$1,402,000.00","$1,402,000.00",0,VoiceStream PCS BTA I License Corporation,0,FM,0,59218,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA225F,F ,10,MTA003,BTA225,"Kankakee, IL",127042,9100,"Salmon PCS, LLC",X,67,6177000,4632750,0.25,0,"SLO Cellular, Inc.",66,"$5,631,000.00","$4,786,350.00",0.15,"Salmon PCS, LLC",0,FM,0,127042,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA226-C3,C ,10,MTA034,BTA226,"Kansas City, MO",1839569,593000,"DCC PCS, Inc.",X,73,86276000,86276000,0,0,"Black Crow Wireless, L.P.",70,"$81,395,000.00","$81,395,000.00",0.25,"DCC PCS, Inc.",0,FM,0,1839569,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA226-C4,C ,10,MTA034,BTA226,"Kansas City, MO",1839569,593000,"Black Crow Wireless, L.P.",X,72,78282000,78282000,0.25,0,"DCC PCS, Inc.",71,"$72,504,000.00","$72,504,000.00",0,"Black Crow Wireless, L.P.",0,FM,0,1839569,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA226-C5,C ,10,MTA034,BTA226,"Kansas City, MO",1839569,593000,"Black Crow Wireless, L.P.",X,74,75838000,56878500,0.25,0,"Salmon PCS, LLC",36,"$72,227,000.00","$54,170,250.00",0.25,"Black Crow Wireless, L.P.",0,FM,0,1839569,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA227-C3,C ,10,MTA008,BTA227,"Keene, NH",111709,38000,"Salmon PCS, LLC",X,39,1221000,915750,0.25,0,"Alaska Native Wireless, L.L.C.",26,"$1,163,000.00","$872,250.00",0.25,"Salmon PCS, LLC",0,FM,0,111709,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA227-C4,C ,10,MTA008,BTA227,"Keene, NH",111709,38000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,1193000,1193000,0,0,"Salmon PCS, LLC",31,"$1,126,000.00","$844,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,111709,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA227-C5,C ,10,MTA008,BTA227,"Keene, NH",111709,38000,"NORTHCOAST COMMUNICATIONS, L.L.C.",X,38,1427000,1070250,0.25,0,"Salmon PCS, LLC",35,"$1,351,000.00","$1,013,250.00",0.25,"NORTHCOAST COMMUNICATIONS, L.L.C.",0,FM,0,111709,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA235-C3,C ,10,MTA031,BTA235,"Lafayette, IN",247523,92000,"SLO Cellular, Inc.",X,54,1563000,1563000,0.15,0,"Black Crow Wireless, L.P.",53,"$1,454,000.00","$1,454,000.00",0.25,"SLO Cellular, Inc.",0,FM,0,247523,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA235-C4,C ,10,MTA031,BTA235,"Lafayette, IN",247523,92000,"Black Crow Wireless, L.P.",X,58,1408000,1408000,0.25,0,"SLO Cellular, Inc.",40,"$1,341,000.00","$1,341,000.00",0.15,"Black Crow Wireless, L.P.",0,FM,0,247523,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA235-C5,C ,10,MTA031,BTA235,"Lafayette, IN",247523,92000,"Cellco Partnership, d/b/a Verizon Wireless", ,33,1379000,1379000,0,0,"Alaska Native Wireless, L.L.C.",31,"$1,298,000.00","$973,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,247523,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA239-C3,C ,10,MTA013,BTA239,"Lakeland, FL",405382,188000,"Alaska Native Wireless, L.L.C.",X,39,2975000,2975000,0.25,0,"Theta Communications, LLC",38,"$2,761,000.00","$2,761,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,405382,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA239-C4,C ,10,MTA013,BTA239,"Lakeland, FL",405382,188000,"Salmon PCS, LLC",X,37,2712000,2712000,0.25,0,"Theta Communications, LLC",36,"$2,517,000.00","$2,517,000.00",0.25,"Salmon PCS, LLC",0,FM,0,405382,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA239-C5,C ,10,MTA013,BTA239,"Lakeland, FL",405382,188000,"Cellco Partnership, d/b/a Verizon Wireless", ,46,3954000,3954000,0,0,"Theta Communications, LLC",40,"$3,763,000.00","$2,822,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,405382,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA240F,F ,10,MTA009,BTA240,"Lancaster, PA",422822,132000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,9999000,9999000,0,0,"Leap Wireless International, Inc.",27,"$9,519,000.00","$7,139,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,422822,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA241-C3,C ,10,MTA005,BTA241,"Lansing, MI",489698,167000,"Alaska Native Wireless, L.L.C.",X,37,4678000,4678000,0.25,0,"Salmon PCS, LLC",24,"$4,455,000.00","$4,455,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,489698,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA241-C4,C ,10,MTA005,BTA241,"Lansing, MI",489698,167000,"Salmon PCS, LLC",X,26,4668000,4668000,0.25,0,"3DL Wireless, LLC",25,"$4,323,000.00","$4,323,000.00",0.25,"Salmon PCS, LLC",0,FM,0,489698,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA241-C5,C ,10,MTA005,BTA241,"Lansing, MI",489698,167000,"Cellco Partnership, d/b/a Verizon Wireless", ,30,9468000,9468000,0,0,"Alaska Native Wireless, L.L.C.",27,"$8,857,000.00","$6,642,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,489698,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA244-C3,C ,10,MTA039,BTA244,"Las Crucues, NM",197166,73000,"Leap Wireless International, Inc.",X,47,1797000,1797000,0.25,0,"Alaska Native Wireless, L.L.C.",24,"$1,711,000.00","$1,711,000.00",0.25,"Leap Wireless International, Inc.",0,FM,0,197166,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA244-C4,C ,10,MTA039,BTA244,"Las Crucues, NM",197166,73000,"Salmon PCS, LLC",X,35,1853000,1853000,0.25,0,"Theta Communications, LLC",27,"$1,764,000.00","$1,764,000.00",0.25,"Salmon PCS, LLC",0,FM,0,197166,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA244-C5,C ,10,MTA039,BTA244,"Las Crucues, NM",197166,73000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,2444000,2444000,0,0,"Leap Wireless International, Inc.",41,"$2,300,000.00","$1,725,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,197166,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA245F,F ,10,MTA002,BTA245,"Las Vegas, NV",857856,571000,"Cellco Partnership, d/b/a Verizon Wireless", ,21,44923000,44923000,0,0,"Alaska Native Wireless, L.L.C.",18,"$41,771,000.00","$31,328,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,857856,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA250F,F ,10,MTA042,BTA250,"Lewiston, ID",110028,5400,"Summit Wireless, LLC",X,92,3582000,2686500,0.25,0,"Alaska Native Wireless, L.L.C.",91,"$3,332,000.00","$2,499,000.00",0.25,"Summit Wireless, LLC",0,FM,0,110028,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA251-C1,C ,15,MTA008,BTA251,"Lewiston, ME",221697,58000,"Salmon PCS, LLC",X,35,2616000,2616000,0.25,0,"Coloma Spectrum, LLC",29,"$2,489,000.00","$2,489,000.00",0.25,"Salmon PCS, LLC",0,FM,0,221697,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA251-C2,C ,15,MTA008,BTA251,"Lewiston, ME",221697,58000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,3558000,3558000,0,0,"Salmon PCS, LLC",30,"$3,378,000.00","$2,533,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,221697,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA252-C3,C ,10,MTA026,BTA252,"Lexington, KY",816101,180000,"Unbound PCS, LLC",X,45,6952000,6952000,0.25,0,"Leap Wireless International, Inc.",44,"$6,467,000.00","$6,467,000.00",0.25,"Unbound PCS, LLC",0,FM,0,816101,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA252-C4,C ,10,MTA026,BTA252,"Lexington, KY",816101,180000,"Leap Wireless International, Inc.",X,46,7183000,7183000,0.25,0,"MCG PCS II, Inc.",39,"$6,837,000.00","$6,837,000.00",0.25,"Leap Wireless International, Inc.",0,FM,0,816101,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA252-C5,C ,10,MTA026,BTA252,"Lexington, KY",816101,180000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,9062000,9062000,0,0,"Leap Wireless International, Inc.",41,"$8,528,000.00","$6,396,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,816101,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA254F,F ,10,MTA047,BTA254,"Lihue, HI",51177,25000,"Summit Wireless, LLC",X,66,1211000,908250,0.25,0,"MilkyWay Broadband, LLC",42,"$1,153,000.00","$864,750.00",0.25,"Summit Wireless, LLC",0,FM,0,51177,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA256-C1,C ,15,MTA045,BTA256,"Lincoln, NE",309515,96000,"Salmon PCS, LLC",X,39,4739000,4739000,0.25,0,"Poplar PCS-Central, LLC",38,"$4,309,000.00","$4,309,000.00",0.25,"Salmon PCS, LLC",0,FM,0,309515,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA259-C3,C ,10,MTA018,BTA259,"Logan, WV",43032,6400,Scott  Reiter,X,95,59000,44250,0.25,0,VoiceStream PCS BTA I License Corporation,43,"$56,000.00","$56,000.00",0,Scott  Reiter,0,FM,0,43032,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA259-C4,C ,10,MTA018,BTA259,"Logan, WV",43032,6400,VoiceStream PCS BTA I License Corporation, ,96,57000,57000,0,0,"Citifone PCS, LLC",46,"$54,000.00","$40,500.00",0.25,VoiceStream PCS BTA I License Corporation,0,FM,0,43032,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA259-C5,C ,10,MTA018,BTA259,"Logan, WV",43032,6400,"Alaska Native Wireless, L.L.C.",X,34,57000,42750,0.25,0,"NTCH, Inc.",25,"$54,000.00","$40,500.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,43032,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA261-C3,C ,10,MTA030,BTA261,"Longview, WA",85446,29000,"3G PCS, LLC",X,51,272000,272000,0.25,0,"Salmon PCS, LLC",41,"$259,000.00","$259,000.00",0.25,"3G PCS, LLC",0,FM,0,85446,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA261-C4,C ,10,MTA030,BTA261,"Longview, WA",85446,29000,"Alaska Native Wireless, L.L.C.",X,50,289000,289000,0.25,0,"3G PCS, LLC",49,"$269,000.00","$269,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,85446,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA261-C5,C ,10,MTA030,BTA261,"Longview, WA",85446,29000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,397000,397000,0,0,"Summit Wireless, LLC",31,"$374,000.00","$280,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,85446,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA261F,F ,10,MTA030,BTA261,"Longview, WA",85446,29000,"Salmon PCS, LLC",X,63,361000,270750,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",48,"$344,000.00","$344,000.00",0,"Salmon PCS, LLC",0,FM,0,85446,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA262-C3,C ,10,MTA002,BTA262,"Los Angeles, CA",14549810,10617000,"Alaska Native Wireless, L.L.C.",X,23,435205000,435205000,0.25,0,"Cook Inlet/VS GSM V PCS, LLC",19,#############,#############,0,"Alaska Native Wireless, L.L.C.",0,FM,0,14549810,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA262-C4,C ,10,MTA002,BTA262,"Los Angeles, CA",14549810,10617000,"Cellco Partnership, d/b/a Verizon Wireless", ,25,513532000,513532000,0,0,"Salmon PCS, LLC",22,#############,#############,0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,14549810,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA262-C5,C ,10,MTA002,BTA262,"Los Angeles, CA",14549810,10617000,"Salmon PCS, LLC",X,63,545684000,409263000,0.25,0,"DCC PCS, Inc.",26,#############,#############,0,"Salmon PCS, LLC",0,FM,0,14549810,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA263-C3,C ,10,MTA026,BTA263,"Louisville, KY",1352955,554000,"Salmon PCS, LLC",X,29,17064000,17064000,0.25,0,"Alaska Native Wireless, L.L.C.",27,"$15,576,000.00","$15,576,000.00",0.25,"Salmon PCS, LLC",0,FM,0,1352955,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA263-C4,C ,10,MTA026,BTA263,"Louisville, KY",1352955,554000,"Leap Wireless International, Inc.",X,34,18656000,18656000,0.25,0,"Cook Inlet/VS GSM V PCS, LLC",33,"$16,146,000.00","$16,146,000.00",0,"Leap Wireless International, Inc.",0,FM,0,1352955,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA263-C5,C ,10,MTA026,BTA263,"Louisville, KY",1352955,554000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,25878000,25878000,0,0,"Alaska Native Wireless, L.L.C.",27,"$24,618,000.00","$18,463,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,1352955,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA265-C3,C ,10,MTA014,BTA265,"Lufkin, TX",144081,28000,"Salmon PCS, LLC",X,76,634000,475500,0.25,0,"T.K.O. Communications, LLC",74,"$560,000.00","$420,000.00",0.25,"Salmon PCS, LLC",0,FM,0,144081,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA265-C4,C ,10,MTA014,BTA265,"Lufkin, TX",144081,28000,"NTCH, Inc.",X,79,623000,467250,0.25,0,"T.K.O. Communications, LLC",77,"$586,000.00","$439,500.00",0.25,"NTCH, Inc.",0,FM,0,144081,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA265-C5,C ,10,MTA014,BTA265,"Lufkin, TX",144081,28000,"Cellco Partnership, d/b/a Verizon Wireless", ,78,630000,630000,0,0,"NTCH, Inc.",75,"$564,000.00","$423,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,144081,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA268-C3,C ,10,MTA033,BTA268,"McAllen, TX",424063,178000,"DCC PCS, Inc.",X,73,6527000,6527000,0,0,"Alaska Native Wireless, L.L.C.",69,"$6,198,000.00","$6,198,000.00",0.25,"DCC PCS, Inc.",0,FM,0,424063,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA268-C4,C ,10,MTA033,BTA268,"McAllen, TX",424063,178000,"Leap Wireless International, Inc.",X,74,7674000,7674000,0.25,0,"Cook Inlet/VS GSM V PCS, LLC",73,"$7,057,000.00","$7,057,000.00",0,"Leap Wireless International, Inc.",0,FM,0,424063,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA268-C5,C ,10,MTA033,BTA268,"McAllen, TX",424063,178000,"Cellco Partnership, d/b/a Verizon Wireless", ,71,8737000,8737000,0,0,"Leap Wireless International, Inc.",70,"$7,597,000.00","$5,697,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,424063,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA270-C1,C ,15,MTA045,BTA270,"McCook, NE",36618,8400,"Salmon PCS, LLC",X,28,464000,464000,0.25,0,"Pinpoint Wireless, Inc.",27,"$424,000.00","$424,000.00",0.25,"Salmon PCS, LLC",0,FM,0,36618,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA274-C3,C ,10,MTA008,BTA274,"Manchester, NH",540704,191000,"Salmon PCS, LLC",X,28,5419000,5419000,0.25,0,"Alaska Native Wireless, L.L.C.",27,"$4,966,000.00","$4,966,000.00",0.25,"Salmon PCS, LLC",0,FM,0,540704,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA274-C4,C ,10,MTA008,BTA274,"Manchester, NH",540704,191000,"NORTHCOAST COMMUNICATIONS, L.L.C.",X,36,5640000,5640000,0.25,0,"3DL Wireless, LLC",33,"$5,326,000.00","$5,326,000.00",0.25,"NORTHCOAST COMMUNICATIONS, L.L.C.",0,FM,0,540704,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA274-C5,C ,10,MTA008,BTA274,"Manchester, NH",540704,191000,"Cellco Partnership, d/b/a Verizon Wireless", ,28,7266000,7266000,0,0,"NORTHCOAST COMMUNICATIONS, L.L.C.",26,"$6,677,000.00","$5,007,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,540704,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA281-C3,C ,10,MTA038,BTA281,"Marion, OH",92023,12000,"NTCH, Inc.",X,96,336000,252000,0.25,0,"Polycell Communications, Inc.",95,"$302,000.00","$226,500.00",0.25,"NTCH, Inc.",0,FM,0,92023,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA281-C4,C ,10,MTA038,BTA281,"Marion, OH",92023,12000,"Salmon PCS, LLC",X,94,335000,251250,0.25,0,"Polycell Communications, Inc.",92,"$272,000.00","$204,000.00",0.25,"Salmon PCS, LLC",0,FM,0,92023,Open,O
